1-NN, 0.997, 0.00244948974278
5-NN, 0.997, 0.00244948974278
Decision Tree, 0.996, 0.002
Logistic Regression, 0.997, 0.00244948974278
Naive Bayes, 0.994, 0.002
Neural Network, 0.997, 0.00244948974278
Random Forest, 0.995, 0.00547722557505
SVM, 0.992, 0.004
