1-NN, 0.91, 0.0148323969742
5-NN, 0.94, 0.0356370593624
Decision Tree, 0.934, 0.010677078252
Logistic Regression, 0.94, 0.0151657508881
Naive Bayes, 0.952, 0.00678232998313
Neural Network, 0.934, 0.0193390796058
Random Forest, 0.899, 0.012
SVM, 0.872, 0.0132664991614
