1-NN, 0.975, 0.025495097568
5-NN, 0.969, 0.0307245829915
Decision Tree, 0.976, 0.0210713075057
Logistic Regression, 0.978, 0.0177763888346
Naive Bayes, 0.967, 0.0396988664826
Neural Network, 0.963, 0.0350142828
Random Forest, 0.958, 0.0332565782966
SVM, 0.921, 0.0758551250741
