1-NN, 0.9376, 0.00983056458196
5-NN, 0.9456, 0.0126901536634
Decision\nTree, 0.96, 0.0104498803821
Logistic\nRegression, 0.959, 0.00493963561409
Naive\nBayes, 0.9526, 0.00788923316933
Neural\nNetwork, 0.9626, 0.0104995237987
Random\nForest, 0.9578, 0.00970360757657
SVM, 0.9408, 0.0160673582147
