162	Beautiful moment between #TaylorSwift and her mama. #ACMawards50 #MilestoneAward \ud83c\udfc6\ud83c\udfc6\ud83c\udfb6\ud83c\udfb6
163	WOW...#TaylorSwift..could not even muster a thank you MOM...such a heartfelt speech from her MOM and not even a I Love U Mom from TS!!!
164	Sorry @JenelleKPRC I meant @Jenn_HuntKKTV #TaylorSwift
165	nahhh I'm not crying, my eyes are just leaking a little. \ud83d\ude4c\ud83d\udc4f #ACMawards50 #TaylorSwift
166	Ay dioh meeeoh!! Taylor Swift eres tan jshfksisjfjks *-* la mejor EVER! #TaylorSwift #Taylor #Taytay
167	#ACM50Awards #TaylorSwift #swifties @taylorswift13 http://t.co/sJImgpo7FW
168	katiewolven4 Congrats to taylorswift13 on the ACM Milestone Award!!! #loveher #TaylorSwift #Fearless #SpeakNow #Red #1989 #shesmyfave #hash\u2026
169	#TaylorSwift Gorgeous!!!!!! #ACMawards
170	Congrats to @mirandalambert, #rebamcentire, and #taylorswift on winning Milestone Awards! #acmawards50
171	ACM Awards 2015\ud83d\udc99 #taylorswift #acm taylorswift @taylorswift13 https://t.co/KF57gkzfbk
172	Taylor's dad probably thinks she's crazy lol @ACMawards #ACMAAwards50 @taylorswift13 #TaylorSwift
173	2015 goals. See Taylor Swift and Taylor Lautner together again. \ud83d\ude0d\ud83d\udc98\ud83d\udc97 #taylorsquared #TaylorSwift #taylorlautner
174	#TaylorSwift #Music Taylor Swift 2014 Woman of the Year Billboard Magazine Idina Menzel: $7.99 (0\u2026 http://t.co/9nRNf4ql9J #onsale #Discount
175	#Fashion #Music #TaylorSwift 2014 Woman of the Year Billboard Magazine Idina Menzel: $7.99 (0\u2026 http://t.co/fvbMZ9DqiT #Deals #Bargains
176	TIX http://t.co/ElbwawgGbx WOW! 2 #Ticket - #TaylorSwift 7/19 SOLDIER FIELD CHICAGO - SECTION\u2026 http://t.co/lQvk1fNynC #Tickets #Concert
177	Currently watching the @ACMawards!! #TaylorSwift #ACMawards50
178	Moving introduction by @taylorswift13 Taylor Swift's mother &amp; a gracious acceptance speech by Taylor.  #TaylorSwift #ACMawards50
179	Everything about that was beautiful #TaylorSwift #ACMAwards50
180	El discurso de su mama fue muy emotivo la verdad #ACMawards50 #TaylorSwift #PrayForMamaSwift
181	Thank you #ACMAs for allowing this moment to happen \ud83d\udc99 #PrayersForMamaSwift #TaylorSwift http://t.co/ggBaXp6HXb
182	Awesome speech by #TaylorSwift as she accepted the Milestone award on the #ACM50Awards! #Classy
183	#TaylorSwift #ReceivesACMAwards "Milestone Award" From Mom #Andrea (VIDEO) | Gossip Cop http://t.co/jm7VUGcduU #eyebalz #buzz @ @GossipCop
184	Congratulations #TaylorSwift!! Well deserved #MilestoneAward at the #ACMawards! You look beautiful in that dress!
185	#taylorswift #acmawards #ACMawards50  so much fun tonight with my buddies. #lovemyjob https://t.co/d4NwHfZmYe
186	I was hoping that #TaylorSwift was gonna perform at the #ACMawards50
187	Congratulations taylorswift!!! You deserve it!! \ud83d\ude00\u2764\ufe0f #ACMAwards #taylorswift #taylurking #swiftie https://t.co/neZwy9Fpuc
188	So glad there are still a few entertainers who possess some class! #TaylorSwift
189	Great moment with Taylor and her Mom. #TaylorSwift #ACMawards50
190	Taylor Swift Snapped With Boyfriend Calvin Harris MORE - http://t.co/eyz41Lg6Yi @taylorswift13 #TaylorSwift #NY
191	Taylor Swift mom presenting the milestone award was absolutely heartwarming #ACMawards50 #TaylorSwift #MilestoneAward \ud83d\ude0d\ud83d\ude0d
192	#TaylorSwift every expression and word so carefully measured when speaking on camera, a fake media-bot. Like the songs though. #ACMawards50
193	#ACMawards50 seriously I think #TaylorSwift is the classiest lady ever!!! It's obvious you were raised right!!
194	Is Taylor Swift Country enough for the Academy of country music awards? @ACMawards Acmawards50 #ACMawards50 #Fashion #Taylorswift
195	CBSDFW: #TaylorSwift next to the stage as #milestoneaward winner #ACMawards50 #ACMCBS11 http://t.co/aJOHZARPxj
196	Epic moment #TaylorSwift's Mom giving @taylorswift13 the @ACMawards #MilestoneAward http://t.co/ky8I2e4ofc ~ @ElistaB http://t.co/66X6ae5Gyd
197	Currently singing at the top of my lungs!\u2764\ufe0f\ud83c\udfb6 #taylorswift #82days #1989worldtour #thestoryofus\u2026 https://t.co/F2B0ze1d0A
198	That dress \ud83d\udc4d\ud83d\ude1a #love #iwantit #acm #taylorswift https://t.co/Oq98sIinXA
199	yay!! @taylorswift13 #TaylorSwift
200	All the feels for #TaylorSwift and her mom. I don't care if she's pop now, I still love her. I'll be shaking off the haters \ud83d\udc4b\ud83c\udffc
201	#TaylorSwift http://t.co/FMxOgjzPMZ
202	#TaylorSwift accepting her award. I love that her mom presented it to her. So cute. #ACMAwards50 https://t.co/tibCCEXiud
203	@taylorswift13 @potsms: #ACMawards50 #TaylorSwift your mom did such a beautiful job\u263a\ufe0f
204	All hail mama swift #ACMAAwards50 #TaylorSwift #TaylorMilestoneAward #MamaSwift
205	@ACMawards best presentation of the night #MothersHeart #AllAboutFamily #TaylorSwift #countryhasheart
206	awww Mama Swift don't do this me! #ACMawards50 #TaylorSwift #mamaswift
207	@crockettonair @925XTU @CBSPhilly She still owes me $32.50 from high school but other than that, a complete angel. #TaylorSwift
208	#TaylorSwift is BaE\ud83d\ude0d
209	THIS PICTURE IS SO AMAZING #TaylorSwift http://t.co/YiCpBYOlTK
210	It's no wonder @taylorswift13 is so awesome with a mom like that! #TaylorSwift #TayTay #GirlCrush
211	#TaylorSwift Sucks. Period.  ... oh yeah, and she dances like every middle-aged white guy ever.
212	#TaylorSwift #ACMAwards2015 #FloridaGeorgiaLines #ImInLove
213	@ACMawards @taylorswift13  Always classy, well spoken &amp; true to herself!!!\u2764\ufe0f #TaylorSwift #ClassAct
214	My wall of Taylor Swift! taylorswift #taylor #swift #taylorswift #music #TFLers #country #singer\u2026 https://t.co/ExCGxpSv1w
215	That was all the feels and so many more. So beautiful to see Andrea present Taylor with the milestone award. \ud83d\ude2d\ud83d\ude2d #TaylorSwift
216	That moment where you love Taylor Swift's mom more than you'll ever love #TaylorSwift it's real. It's now. #TrueStory #realtalk #love
217	Love #TaylorSwift more! Class act
218	Taylor Swifts moms speech was perfect #swifty4ever #swifties #1989WorldTour #TaylorSwift
219	Beyond emotional w/the speech given by #TaylorSwift's mom of her daughter at the #CMAAwards tonight. Classy mom = Classy daughter. #CMA's
220	Taylor is everything. Now and forever! https://t.co/TkPih5eZkd #TaylorSwift #ACMawards50
221	Taylor Swift always has been and always will be my idol #taylorswift #ACMs #ACMawards50 #1989
222	#ACMawards50 #TaylorSwift your mom did such a beautiful job\u263a\ufe0f
223	I love Taylor Swift! #ACMawards50 #TaylorSwift
224	Nashville is in Dallas and screaming for @taylorswift13 as she is given the award by her MOM! #TaylorSwift #ACMawards50 #love
225	Congrats #taylorswift on Milestone Award at #Acmawards50 http://t.co/UgoyuViMDZ
226	#Diet #FatLoss Accountability in Weight Loss: Accountability in Weight Loss http://t.co/UuWSOmSlV5 #TaylorSwift #GetFit
227	#TaylorSwift Looks #Regal At Academy Of #CountryMusicAwards, Dances In Audience http://t.co/QVI9YjWdxm #eyebalz #buzz
228	#TaylorSwift #TaylorGang #ParkFun https://t.co/WlhrEgB7Km
229	Thanks for making me cry momma Swift! Love or hate her; she deserved that award. #ACMawards50 #TaylorSwift #MilestoneAward
230	Currently singing at the top of my lungs!\ud83c\udfb6\u2764\ufe0f #taylorswift #82days #lovethissong michlovee taylorswift https://t.co/8vyq8B0CWM
231	#TaylorSwift at the #AMCAwards50 tho&gt;
232	Ok, so that was just awesome!  And so, so sweet!  #TaylorSwift #ACMawards50
233	Let me get back to you in 5minutes @taylorswift13  Andrea swift just made us tear up\ud83d\ude22 #TaylorSwift #TaylorMilestoneAward #ACMawards50
234	Damn! Her ARMS look awesome!! \ud83d\udcaa  Lifting ALL of her awards! #CMA #CMAMC2015 #MilestoneAward @taylorswift13 #TaylorSwift
235	A true class act! #TaylorSwift #ACMawards50 http://t.co/Te8szLBj4y
236	@taylorswift13 gets milestone award at the country awards and tear up over her mothers speech. #swiftiefan #TaylorSwift #love
237	From #nashville to #nyc congrats @taylorswift13 for milestone achievement #ACMawards50 #countrymusic #texas #TaylorSwift forever grateful
